District,Block,Village,Avg_Actual_2024,Avg_Predicted_2024,Avg_Predicted_2025,Avg_Difference,Avg_Abs_Difference,Risk_Level
Latur,Nilanga,Nelwad,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Nilanga,8.51,4.304,5.201,2.928,2.928,MODERATE
Latur,Nilanga,Panchincholi,6.225,6.16,6.288,0.462,0.462,MODERATE
Latur,Nilanga,Panderwadi,4.85,3.226,3.701,0.394,0.776,SAFE
Latur,Nilanga,Rapka,9.3,5.968,6.429,2.946,2.946,MODERATE
Latur,Nilanga,Saithpur,4.125,4.756,4.875,-0.996,0.996,SAFE
Latur,Nilanga,Sangavi,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Sarwadi,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Shend,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Tagarkheda,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Tambala,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Nilanga,Ujed,10.3,8.38,7.962,0.207,1.008,MODERATE
Latur,Renapur,Darji Borgaon,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Renapur,Khalangri,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Renapur,Nehru Nagar,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Renapur,Pangaon,3.5,3.139,3.247,-1.151,2.795,MODERATE
Latur,Renapur,Pohragaon,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Renapur,Rajwadi,12.7,9.188,10.019,1.44,1.96,HIGH
Latur,Renapur,Renapur,8.3,7.122,7.442,0.643,1.53,MODERATE
Latur,Renapur,Sayyadpur,8.51,6.25,6.674,1.161,1.161,MODERATE
Latur,Udgir,Belsangvi,7.4,5.854,5.966,0.422,1.69,MODERATE
Latur,Udgir,Deoni,2.62,2.098,2.296,-0.258,0.332,SAFE
Latur,Udgir,Digol,6.25,5.45,5.787,0.127,0.127,MODERATE
Latur,Udgir,Handerguli,8.785,6.369,6.672,1.109,1.109,MODERATE
Latur,Udgir,Jalkot,11.725,5.116,6.107,4.02,5.956,HIGH
Latur,Udgir,Mogha,2.875,3.074,3.236,-0.426,0.426,SAFE
Latur,Udgir,Nagalgaon,15.705,8.474,8.139,3.85,3.85,MODERATE
Latur,Udgir,Narsingwadi,8.51,6.148,6.921,0.826,1.259,MODERATE
Latur,Udgir,Udgir,1.4,1.779,1.892,-0.619,0.619,SAFE
Latur,Udgir,Walandi,14.675,10.811,11.423,1.212,1.212,HIGH
Latur Ahemadpur,Shirur,Tajbandh,6.65,7.272,7.715,-1.772,1.772,MODERATE
Latur Ausa,Lamjana,Phata,6.65,7.507,8.131,-1.765,1.765,MODERATE
Latur Latur,Borgaon,Kale,6.65,7.126,7.451,-1.538,1.538,MODERATE
Latur Nilanga,Kasar,Belkunda,6.65,7.22,7.496,-1.582,1.582,MODERATE
Latur Nilanga,Kasar,Sirsi,6.65,6.718,7.086,-1.448,1.448,MODERATE
Mumbai,Mumbai,Bombay (Church Gate),1.9,2.9,3.263,-0.928,0.928,SAFE
Mumbai,Mumbai,Colaba (Dandi),3.055,3.386,3.63,-0.29,0.29,SAFE
Mumbai,Mumbai,Mahim,4.405,4.422,4.74,-0.164,0.27,SAFE
Mumbai,Mumbai,Mazgaon,12.455,9.86,9.434,1.826,2.08,MODERATE
Mumbai,Mumbai,Varli,1.18,2.437,2.608,-1.308,1.308,SAFE
Mumbai Mumbai,Colaba,(Dandi),6.65,5.644,5.894,-0.518,1.507,MODERATE
Mumbai Mumbai Bombay,(Church,Gate),6.65,5.364,5.559,-0.486,1.538,MODERATE
Mumbai Suburban,Mumbai (Suburban),A.M.C. Colony,8.855,6.961,7.184,0.37,0.37,MODERATE
Mumbai Suburban,Mumbai (Suburban),Agarwadi,5.765,4.513,4.901,1.062,1.062,SAFE
Mumbai Suburban,Mumbai (Suburban),Amboli,2.77,3.546,3.603,-1.052,1.052,SAFE
Mumbai Suburban,Mumbai (Suburban),Chembur,2.94,3.624,3.708,-0.492,0.664,SAFE
Mumbai Suburban,Mumbai (Suburban),Dahisar,8.82,7.319,7.914,-0.415,2.905,MODERATE
Mumbai Suburban,Mumbai (Suburban),Film City-Habale Pada,2.655,3.27,3.914,-0.234,2.338,MODERATE
Mumbai Suburban,Mumbai (Suburban),Gorai,4.32,3.784,4.148,0.554,0.852,SAFE
Mumbai Suburban,Mumbai (Suburban),Goregaon,2.08,3.144,3.057,-1.002,1.002,SAFE
Mumbai Suburban,Mumbai (Suburban),Khardanda,3.865,3.3,3.617,0.361,3.371,MODERATE
Mumbai Suburban,Mumbai (Suburban),Laxminagar-Mahul,1.25,2.693,2.692,-1.052,1.052,SAFE
Mumbai Suburban,Mumbai (Suburban),Madh,2.43,2.946,2.79,-0.188,1.623,SAFE
Mumbai Suburban,Mumbai (Suburban),Malvani,3.55,3.73,3.907,-0.881,0.881,SAFE
Mumbai Suburban,Mumbai (Suburban),Manori,5.15,4.33,4.753,0.214,1.3,SAFE
Mumbai Suburban,Mumbai (Suburban),Mulund,3.435,4.068,4.498,-1.18,1.18,SAFE
Mumbai Suburban,Mumbai (Suburban),Ranicha Bagh,6.575,6.451,6.188,-1.35,1.35,MODERATE
Mumbai Suburban,Mumbai (Suburban),Trombay,3.5,3.728,4.003,-0.068,0.068,SAFE
Mumbai Suburban,Mumbai (Suburban),Vakola,3.0,3.565,3.848,-0.549,0.549,SAFE
Mumbai Suburban,Mumbai (Suburban),Varsowa,4.59,3.736,4.273,0.392,0.392,SAFE
Mumbai Suburban,Mumbai (Suburban),Vile Parle West,3.705,3.307,3.397,0.349,0.349,SAFE
Mumbai Suburban Mumbai,(Suburban),Agarwadi,6.65,5.902,6.296,-0.584,1.44,MODERATE
Mumbai Suburban Mumbai,(Suburban),Amboli,6.65,5.7,6.182,-0.52,1.505,MODERATE
Mumbai Suburban Mumbai,(Suburban),Chembur,6.65,5.653,6.022,-0.58,1.444,MODERATE
Mumbai Suburban Mumbai,(Suburban),Dahisar,6.65,7.456,7.715,-1.582,1.582,MODERATE
Mumbai Suburban Mumbai,(Suburban),Gorai,6.65,5.75,6.166,-0.576,1.449,MODERATE
Mumbai Suburban Mumbai,(Suburban),Goregaon,6.65,5.492,5.853,-0.52,1.505,MODERATE
Mumbai Suburban Mumbai,(Suburban),Khardanda,6.65,5.448,5.545,-0.441,1.584,MODERATE
Mumbai Suburban Mumbai,(Suburban),Laxminagar-Mahul,6.65,5.134,5.198,-0.432,1.594,MODERATE
Mumbai Suburban Mumbai,(Suburban),Madh,6.65,5.119,5.26,-0.441,1.584,MODERATE
Mumbai Suburban Mumbai,(Suburban),Malvani,6.65,5.925,6.285,-0.52,1.505,MODERATE
Mumbai Suburban Mumbai,(Suburban),Manori,6.65,5.608,5.864,-0.516,1.509,MODERATE
Mumbai Suburban Mumbai,(Suburban),Mulund,6.65,6.026,6.4,-0.584,1.44,MODERATE
Mumbai Suburban Mumbai,(Suburban),Trombay,6.65,5.607,6.088,-0.516,1.509,MODERATE
Mumbai Suburban Mumbai,(Suburban),Vakola,6.65,5.602,5.885,-0.518,1.507,MODERATE
Mumbai Suburban Mumbai,(Suburban),Varsowa,6.65,5.839,6.23,-0.584,1.44,MODERATE
Mumbai Suburban Mumbai (Suburban),A.M.C.,Colony,6.65,6.299,6.66,-0.722,1.303,MODERATE
Mumbai Suburban Mumbai (Suburban),Ranicha,Bagh,6.65,6.466,6.821,-0.584,1.44,MODERATE
Mumbai Suburban Mumbai (Suburban) Film,City-Habale,Pada,6.65,5.204,5.371,-0.459,1.566,MODERATE
Mumbai Suburban Mumbai (Suburban) Vile,Parle,West,6.65,5.743,6.125,-0.584,1.44,MODERATE
Nagpur,Bhivapur,Bhivapur,5.325,5.214,4.989,-1.65,1.65,SAFE
Nagpur,Bhivapur,Nawegaon (Deshmukh),8.575,5.287,5.573,2.653,2.653,MODERATE
Nagpur,Hingna,Amgaon,3.995,3.947,3.907,-0.398,0.398,SAFE
Nagpur,Hingna,Gumgaon,5.855,5.496,5.391,-0.764,0.764,MODERATE
Nagpur,Hingna,Hingna,6.5,5.777,6.101,-1.63,1.63,MODERATE
Nagpur,Hingna,Kanholi Bara,5.475,5.098,4.992,-0.323,0.323,SAFE
Nagpur,Hingna,Kanholibara,4.375,4.496,4.734,-1.024,1.024,SAFE
Nagpur,Hingna,Mohgaon Zelpi,5.975,6.013,6.075,-1.346,1.346,MODERATE
Nagpur,Hingna,Nagajhari,5.12,5.503,5.768,-2.112,2.294,MODERATE
Nagpur,Hingna,Satgaon,3.875,3.907,4.238,-1.459,1.459,SAFE
Nagpur,Hingna,Sathnaori,7.82,8.358,8.327,-2.878,4.157,MODERATE
Nagpur,Hingna,Takalghat,6.31,5.989,6.281,0.238,3.583,MODERATE
Nagpur,Kalmeshwar,Ashti,6.855,6.337,6.79,-1.212,1.928,MODERATE
Nagpur,Kalmeshwar,Bhadangi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Borgaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Brahmani,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Brahmni,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Chargaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Chicholi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Dahegaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Dhapewada,8.54,7.756,7.741,0.124,0.39,MODERATE
Nagpur,Kalmeshwar,Dhapewadapilot,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Dorli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Ghogli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Ghorad,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Gowri,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Gowridw,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Gumthala,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Kalambi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Kalmeshwar,2.625,2.766,2.743,-0.068,0.882,SAFE
Nagpur,Kalmeshwar,Kalmeshwar Orfarm,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Kalmeshwar Railway,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Kalmeshwargh,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Kalmeshwargowri,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Kalmeshwarne Selu,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Ketapar,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Khairgaon,5.825,5.731,5.796,-2.434,2.8,MODERATE
Nagpur,Kalmeshwar,Khairi Lakhmaji,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Khairy,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Khapri,9.44,7.28,7.917,0.238,1.027,MODERATE
Nagpur,Kalmeshwar,Kohli,5.77,5.758,5.494,-1.308,1.308,MODERATE
Nagpur,Kalmeshwar,Kotwalbardi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Lakholi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Linga,3.825,4.216,4.405,-0.807,1.261,SAFE
Nagpur,Kalmeshwar,Lohgad,5.01,4.825,4.774,-0.219,1.018,SAFE
Nagpur,Kalmeshwar,Malegaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Metpanjara,7.36,7.368,6.915,-2.488,2.878,MODERATE
Nagpur,Kalmeshwar,Mohgaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Mohpa,6.27,6.709,6.117,-2.556,2.556,MODERATE
Nagpur,Kalmeshwar,Nimboli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Pardi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Pardi Deshmukh,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Phetri,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Pohi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Ramgiri,7.385,4.599,4.729,2.212,3.504,MODERATE
Nagpur,Kalmeshwar,Raulgaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Sahuli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Sawangi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Sawli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Sawli Kh,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Selu,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Sillori,7.43,7.216,7.308,-0.792,1.267,MODERATE
Nagpur,Kalmeshwar,Sonegaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Sonkhamb,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Susndri,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Tondakhairi,12.99,10.467,10.922,1.46,2.164,HIGH
Nagpur,Kalmeshwar,Ubali,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Ubgi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Uparwahi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Wadhona,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Wardhamna,3.475,3.865,3.898,-1.588,1.856,SAFE
Nagpur,Kalmeshwar,Waroda,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Wasboli,6.825,5.03,3.812,1.025,2.37,MODERATE
Nagpur,Kalmeshwar,Wathoda,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kalmeshwar,Yerla,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kamptee,Ghumthala,6.175,5.958,6.083,-0.624,1.487,MODERATE
Nagpur,Kamptee,Kamptee,4.1,3.951,4.128,-0.479,0.481,SAFE
Nagpur,Kamptee,Koradi,3.92,4.176,4.229,-0.658,0.679,SAFE
Nagpur,Kamptee,Mauda,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Chargaon (Punarwasi),6.575,5.82,6.102,-0.55,1.91,MODERATE
Nagpur,Katol,Dongargaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Isapur,10.025,5.996,5.992,3.652,3.652,MODERATE
Nagpur,Katol,Junapani,7.065,5.325,5.742,0.692,0.692,MODERATE
Nagpur,Katol,Junewani,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Katol,6.29,5.167,5.666,-1.555,2.752,MODERATE
Nagpur,Katol,Khapa Dhotiwada,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Kondhali,3.225,3.719,3.579,-1.805,1.805,SAFE
Nagpur,Katol,Ladgaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Malegaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Maragsur,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Masod,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Mhasala,6.325,5.12,5.068,-0.048,0.167,MODERATE
Nagpur,Katol,Miniwada,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Mohgaon Bhadade,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Nandora,4.725,5.589,5.939,-2.991,2.991,MODERATE
Nagpur,Katol,Panchdar,12.675,5.838,5.742,6.302,6.302,HIGH
Nagpur,Katol,Paradsinga,13.77,16.514,16.096,-2.976,6.374,CRITICAL
Nagpur,Katol,Raulgaon,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Ridhora,7.505,7.715,8.184,-2.726,2.726,MODERATE
Nagpur,Katol,Ringnabodi,5.77,5.638,5.47,-1.508,2.035,MODERATE
Nagpur,Katol,Sabkund,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Sonkhamb,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Katol,Sonoli,11.925,8.618,9.471,1.215,1.651,MODERATE
Nagpur,Katol,Zilpa,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Kuhi,Kuhi,7.435,6.236,6.15,0.874,0.874,MODERATE
Nagpur,Kuhi,Mangli,6.875,5.966,6.098,-0.623,1.111,MODERATE
Nagpur,Mouda,Chacher,4.405,3.91,4.172,-0.495,0.892,SAFE
Nagpur,Mouda,Khat,1.575,1.765,1.916,-0.495,0.495,SAFE
Nagpur,Mouda,Mouda,6.8,6.798,6.993,-0.899,1.531,MODERATE
Nagpur,Mouda,Tarsha,6.175,5.142,5.207,-0.514,0.514,MODERATE
Nagpur,Nagpur,Bokhara,5.01,5.026,4.985,-1.344,1.464,SAFE
Nagpur,Nagpur,Borkhedi,5.2,4.305,4.627,0.109,0.344,SAFE
Nagpur,Nagpur,Dabha,1.955,3.712,2.96,-3.48,3.48,MODERATE
Nagpur,Nagpur,Fetri,1.425,2.464,2.388,-1.97,1.97,SAFE
Nagpur,Nagpur,Gonkhedi,4.275,4.609,4.541,-0.88,0.88,SAFE
Nagpur,Nagpur,Gumthala,7.585,4.679,4.736,0.964,0.964,SAFE
Nagpur,Nagpur,Imd Nagpur,5.69,5.669,5.409,-2.131,2.131,MODERATE
Nagpur,Nagpur,Kalamna,6.06,5.733,5.951,-0.137,4.426,MODERATE
Nagpur,Nagpur,Khandala,11.455,7.633,8.325,1.802,1.802,MODERATE
Nagpur,Nagpur,Nagpur,7.96,5.805,5.554,1.296,1.296,MODERATE
Nagpur,Nagpur,Nagpur City,5.05,4.572,4.724,-0.188,0.618,SAFE
Nagpur,Nagpur,Ngpur City,4.32,4.629,4.585,-0.77,0.77,SAFE
Nagpur,Nagpur,Rajapeth,2.46,4.218,3.592,-3.678,3.678,MODERATE
Nagpur,Nagpur,Rui,6.825,6.491,6.805,-1.733,2.971,MODERATE
Nagpur,Nagpur,Sonegaon,6.25,4.892,5.152,1.017,1.017,MODERATE
Nagpur,Nagpur,Wanjra,7.465,6.605,7.845,-0.602,0.602,MODERATE
Nagpur,Nagpur,Wathoda,1.96,4.152,3.694,-3.718,3.718,MODERATE
Nagpur,Narkhed,Ambada,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Belona,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Bhorgadh,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Inderwada,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Jalalkheda,10.355,8.326,8.716,0.107,0.519,MODERATE
Nagpur,Narkhed,Jamgaon Bk,3.885,3.773,3.861,-0.309,0.432,SAFE
Nagpur,Narkhed,Karanjoli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Kharsoli,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Lohara,4.08,3.917,3.617,-0.928,1.044,SAFE
Nagpur,Narkhed,Malapur,8.21,7.172,6.556,-1.431,1.431,MODERATE
Nagpur,Narkhed,Mannat,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Mohad,8.675,8.642,8.868,-1.31,1.626,MODERATE
Nagpur,Narkhed,Narkhed,5.3,4.8,5.134,-0.898,1.224,MODERATE
Nagpur,Narkhed,Pandhardhakni,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Ramthi,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Rohna,6.74,6.696,7.25,-1.171,1.171,MODERATE
Nagpur,Narkhed,Sawargaon,7.575,6.172,6.706,0.853,0.853,MODERATE
Nagpur,Narkhed,Semda,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Narkhed,Tinkheda,5.77,5.231,5.34,-0.602,0.722,MODERATE
Nagpur,Parseoni,Gahuhivra,5.025,4.86,5.11,-0.689,0.689,MODERATE
Nagpur,Parseoni,Nagalwadi,8.605,8.577,8.759,-0.922,0.922,MODERATE
Nagpur,Parseoni,Nayakund,14.5,13.349,12.886,0.428,0.847,HIGH
Nagpur,Parseoni,Parseoni,8.155,7.121,7.06,-0.55,5.658,HIGH
Nagpur,Parseoni,Ramtek,5.75,4.358,5.043,0.802,1.975,MODERATE
Nagpur,Parseoni,Wagholi,6.505,5.627,5.19,0.161,1.338,MODERATE
Nagpur,Ramtek,Chorbaoli,2.755,3.732,3.975,-1.851,1.851,SAFE
Nagpur,Ramtek,Deolapar,5.31,5.12,5.633,0.08,0.707,MODERATE
Nagpur,Ramtek,Kharpada,4.69,4.086,4.115,-0.743,0.743,SAFE
Nagpur,Ramtek,Manegaon Tek,7.555,6.082,6.238,-0.124,0.968,MODERATE
Nagpur,Ramtek,Pallora,6.22,7.234,6.8,-3.102,3.102,MODERATE
Nagpur,Ramtek,Sirpur Toli,4.605,4.434,4.549,0.201,0.201,SAFE
Nagpur,Ramtek,Sivani,6.65,4.132,4.363,2.821,3.106,MODERATE
Nagpur,Saoner,Bhasali Takli,11.0,8.466,8.467,0.579,1.673,MODERATE
Nagpur,Saoner,Bhavangaon,7.26,6.241,6.676,-0.961,0.961,MODERATE
Nagpur,Saoner,Kelod,9.55,9.221,9.032,-0.936,0.936,MODERATE
Nagpur,Saoner,Khapa,9.285,6.544,7.464,1.12,2.633,MODERATE
Nagpur,Saoner,Khubala,3.55,4.572,4.678,-1.894,2.502,MODERATE
Nagpur,Saoner,Kothulna,3.455,3.097,2.798,-1.104,1.104,SAFE
Nagpur,Saoner,Patansaongi,8.255,7.571,7.699,-1.24,1.377,MODERATE
Nagpur,Saoner,Pipla Wadi,4.65,5.366,4.853,-1.387,1.387,SAFE
Nagpur,Saoner,Saoner,5.75,4.951,5.598,0.778,0.778,MODERATE
Nagpur,Umred,Bela,5.75,5.328,5.35,-0.667,0.698,MODERATE
Nagpur,Umred,Makardhokda,4.07,4.397,4.392,-1.21,1.21,SAFE
Nagpur,Umred,Panchgaon,7.435,5.648,6.416,-0.277,2.23,MODERATE
Nagpur,Umred,Pipaldol,3.415,3.798,3.203,-1.847,1.847,SAFE
Nagpur,Umred,Singori,4.625,3.673,3.899,-0.03,0.277,SAFE
Nagpur,Umred,Umrer,4.77,4.465,4.595,-0.755,1.266,SAFE
Nagpur,Umred,Uti,2.325,3.082,2.71,-1.315,1.315,SAFE
Nagpur Bhivapur,Nawegaon,(Deshmukh),6.65,6.346,6.708,-0.8,1.226,MODERATE
Nagpur Hingna,Kanholi,Bara,6.65,5.985,6.203,-0.584,1.44,MODERATE
Nagpur Hingna,Mohgaon,Zelpi,6.65,5.929,6.263,-0.67,1.354,MODERATE
Nagpur Kalmeshwar,Kalmeshwar,Orfarm,6.65,6.008,6.367,-0.722,1.303,MODERATE
Nagpur Kalmeshwar,Kalmeshwar,Railway,6.65,6.008,6.367,-0.722,1.303,MODERATE
Nagpur Kalmeshwar,Kalmeshwarne,Selu,6.65,6.008,6.367,-0.722,1.303,MODERATE
Nagpur Kalmeshwar,Pardi,Deshmukh,6.65,6.008,6.367,-0.722,1.303,MODERATE
Nagpur Kalmeshwar,Sawli,Kh,6.65,6.008,6.367,-0.722,1.303,MODERATE
Nagpur Katol,Chargaon,(Punarwasi),6.65,5.774,6.113,-0.584,1.44,MODERATE
Nagpur Katol,Khapa,Dhotiwada,6.65,5.774,6.113,-0.584,1.44,MODERATE
Nagpur Katol,Mohgaon,Bhadade,6.65,5.774,6.113,-0.584,1.44,MODERATE
Nagpur Nagpur,Imd,Nagpur,6.65,6.068,6.47,-0.632,1.394,MODERATE
Nagpur Nagpur,Nagpur,City,6.65,5.911,6.219,-0.584,1.44,MODERATE
Nagpur Nagpur,Ngpur,City,6.65,5.653,6.044,-0.594,1.431,MODERATE
Nagpur Narkhed,Jamgaon,Bk,6.65,5.551,6.003,-0.609,1.416,MODERATE
Nagpur Ramtek,Manegaon,Tek,6.65,5.946,6.14,-0.576,1.449,MODERATE
Nagpur Ramtek,Sirpur,Toli,6.65,6.045,6.212,-0.584,1.44,MODERATE
Nagpur Saoner,Bhasali,Takli,6.65,6.955,7.362,-0.829,1.196,MODERATE
Nagpur Saoner,Pipla,Wadi,6.65,6.111,6.597,-0.609,1.416,MODERATE
Nanded,Bhokar,Bhokar,5.675,4.757,5.014,0.48,1.56,MODERATE
Nanded,Bhokar,Nagapur,6.325,5.35,5.697,0.061,0.484,MODERATE
Nanded,Bhokar,Narwat,6.1,4.251,4.85,0.585,1.204,SAFE
Nanded,Bhokar,Shelgaon,6.85,6.877,7.021,-0.259,1.42,MODERATE
Nanded,Bhokar,Somthana,3.25,4.219,4.624,-1.468,1.912,SAFE
Nanded,Bhokar,Wadegaon,4.975,5.114,4.739,-1.235,1.235,SAFE
Nanded,Biloli,Biloli,4.775,4.844,4.608,-1.08,1.952,SAFE
Nanded,Biloli,Kuncheli,3.3,3.408,3.797,-1.513,1.513,SAFE
Nanded,Biloli,Naigaon,6.825,5.12,5.734,0.922,0.922,MODERATE
Nanded,Biloli,Narsi,6.425,7.016,7.196,-0.411,1.188,MODERATE
Nanded,Biloli,Panchpipli,5.675,4.582,5.118,0.413,1.626,MODERATE
Nanded,Biloli,Tarani,5.6,5.544,5.482,-0.634,2.271,MODERATE
Nanded,Deglur,Atkali,10.125,9.566,9.522,-1.745,1.745,MODERATE
Nanded,Deglur,Karadkher,5.675,3.576,4.643,1.372,1.372,SAFE
Nanded,Deglur,Umri-Gortha,2.8,3.835,4.079,-1.262,1.262,SAFE
Nanded,Hadgaon,Dhawari Buzurg,6.95,4.855,5.362,1.12,1.12,MODERATE
Nanded,Hadgaon,Dorli,3.5,3.781,4.122,-0.862,0.862,SAFE
Nanded,Hadgaon,Gadga,10.375,8.003,8.268,-0.708,4.871,MODERATE
Nanded,Hadgaon,Ganesh Tanda,7.25,4.596,5.301,1.737,1.737,MODERATE
Nanded,Hadgaon,Hadgaon,7.6,6.367,6.251,0.419,1.078,MODERATE
Nanded,Hadgaon,Himayat Nagar,3.8,3.932,4.267,-0.533,0.563,SAFE
Nanded,Hadgaon,Manwari,6.65,4.624,4.716,2.182,4.166,MODERATE
Nanded,Hadgaon,Mathala,4.85,4.388,4.94,-0.066,1.317,SAFE
Nanded,Hadgaon,Sarsam,4.45,4.031,4.276,-0.7,0.7,SAFE
Nanded,Hadgaon,Tamsa,10.685,8.111,8.533,0.6,0.6,MODERATE
